City,City_Tier,Property_Type,BHK,Builtup_Area_sqft,Property_Age_years,Floor,Total_Floors,Furnishing,Parking,Distance_to_Metro_km,Distance_to_School_km,Distance_to_Hospital_km,Average_Area_Price_sqft,Rental_Yield_percent,Annual_Rent,Property_Price,Investment_Category
Solapur,Tier_3,Apartment,3,1252,9,2,7,Fully-Furnished,Open,4.29,2.39,4.73,3142,3.89,159256,4093995,High ROI
Bikaner,Tier_3,Plot,1,1569,0,0,2,Unfurnished,None,2.32,0.38,5.21,2005,3.54,115748,3269730,High ROI
Bhopal,Tier_2,Apartment,2,402,13,2,3,Unfurnished,None,7.26,4.43,10.08,4040,2.3,37548,1632561,Low ROI
Mysore,Tier_3,Plot,2,1720,2,0,2,Semi-Furnished,None,2.14,4.24,3.14,2530,2.73,110098,4032897,Medium ROI
Surat,Tier_2,Villa,2,1900,0,0,3,Unfurnished,Covered,6.44,3.48,0.51,6489,1.5,171405,11427036,Low ROI
Jodhpur,Tier_3,Apartment,1,741,6,3,8,Fully-Furnished,Open,1.44,4.62,4.71,2761,3.5,76255,2178729,High ROI
Puducherry,Tier_3,Independent House,2,1028,10,0,1,Semi-Furnished,Covered,0.08,1.46,2.93,2449,3.98,99235,2493351,High ROI
Vasai-Virar,Tier_3,Villa,2,2422,5,0,3,Semi-Furnished,Open,4.7,5.03,1.8,3091,3.6,258384,7177356,High ROI
Cuttack,Tier_3,Apartment,1,1128,5,5,8,Fully-Furnished,Open,6.87,3.69,7.13,3451,3.8,153870,4049231,High ROI
Gurgaon,Tier_2,Apartment,3,969,2,2,6,Semi-Furnished,Open,7.2,3.34,2.27,3449,2.26,73528,3253482,Low ROI
Tiruchirappalli,Tier_3,Independent House,2,669,2,0,2,Fully-Furnished,None,3.3,2.16,4.21,3096,3.22,70718,2196233,Medium ROI
Nagpur,Tier_2,Apartment,2,1158,4,0,8,Fully-Furnished,None,6.24,4.04,11.22,4640,1.5,77243,5149584,Low ROI
Jhansi,Tier_3,Apartment,1,657,10,1,7,Fully-Furnished,Open,8.93,3.47,1.97,3432,4.88,112679,2308996,High ROI
Kolhapur,Tier_3,Apartment,4,1460,2,4,8,Unfurnished,Open,0.48,5.55,8.5,2253,4.09,129259,3160377,High ROI
Pune,Tier_1,Independent House,3,1179,4,0,1,Unfurnished,Covered,8.34,6.92,4.08,6799,1.61,133116,8268131,Low ROI
Jodhpur,Tier_3,Apartment,2,1030,15,8,11,Fully-Furnished,Covered,8.07,1.63,5.79,2655,3.95,103967,2632090,High ROI
Solapur,Tier_3,Plot,1,1535,18,0,3,Fully-Furnished,None,5.71,4.08,5.62,2176,4.02,128129,3187310,High ROI
Navi Mumbai,Tier_2,Apartment,2,690,9,3,7,Unfurnished,Covered,2.7,0.44,8.96,3839,1.5,37206,2480417,Low ROI
Kurnool,Tier_3,Apartment,2,704,0,1,9,Fully-Furnished,Covered,3.02,0.22,2.17,2844,3.19,61999,1943548,Medium ROI
Vasai-Virar,Tier_3,Plot,2,928,8,0,3,Unfurnished,Open,2.94,3.01,0.86,1927,4.27,78742,1844098,High ROI
Bathinda,Tier_3,Independent House,3,1138,3,0,1,Fully-Furnished,None,5.99,1.73,0.08,3313,4.54,178384,3929164,High ROI
Ranchi,Tier_3,Plot,2,1803,8,0,2,Semi-Furnished,Covered,9.31,2.75,1.23,2197,5.41,226495,4186616,High ROI
Aurangabad,Tier_3,Independent House,3,1133,1,0,3,Fully-Furnished,Covered,1.56,0.12,2.48,3071,4.1,142450,3474410,High ROI
Tiruppur,Tier_3,Apartment,2,1065,3,6,8,Fully-Furnished,Covered,5.47,2.15,4.25,3899,3.08,133805,4344334,Medium ROI
Tiruchirappalli,Tier_3,Independent House,3,1079,12,0,1,Unfurnished,Open,1.8,0.46,2.07,2126,2.95,67713,2295376,Medium ROI
Gaya,Tier_3,Plot,2,1579,14,0,1,Fully-Furnished,Open,1.95,0.57,5.63,2559,2.66,105059,3949596,Medium ROI
Bhavnagar,Tier_3,Apartment,2,989,3,3,5,Semi-Furnished,Covered,1.16,2.13,2.95,2704,3.99,112326,2815200,High ROI
Nagpur,Tier_2,Apartment,1,802,0,0,6,Fully-Furnished,Covered,4.3,5.54,2.03,6424,1.5,75414,5027662,Low ROI
Bhavnagar,Tier_3,Independent House,3,1084,0,0,1,Unfurnished,Open,3.16,4.18,1.81,2668,4.07,114859,2822090,High ROI
Agra,Tier_3,Plot,4,1619,2,0,1,Fully-Furnished,Covered,3.45,4.36,3.86,3376,2.74,143355,5231935,Medium ROI
Lucknow,Tier_2,Apartment,3,809,24,5,8,Semi-Furnished,Open,9.69,5.5,5.12,2550,2.55,54776,2148096,Medium ROI
Pune,Tier_1,Apartment,3,1143,4,7,8,Fully-Furnished,Open,11.19,3.44,2.95,7309,1.5,117286,7819124,Low ROI
Vasai-Virar,Tier_3,Apartment,2,1044,1,1,6,Fully-Furnished,Open,5.16,0.14,4.33,2412,3.87,97182,2511166,High ROI
Nizamabad,Tier_3,Apartment,4,1475,0,1,7,Unfurnished,Covered,5.73,2.51,1.96,2638,3.86,149368,3869643,High ROI
Bijapur,Tier_3,Villa,2,2606,2,0,1,Fully-Furnished,Open,9.37,1.54,2.13,3738,2.99,311455,10416570,Medium ROI
Kolhapur,Tier_3,Apartment,2,983,17,1,9,Semi-Furnished,Covered,1.14,3.74,2.18,2703,3.96,99924,2523355,High ROI
Delhi,Tier_1,Apartment,3,1305,1,3,10,Unfurnished,Open,7.37,4.04,9.83,4423,3.25,197448,6075334,Medium ROI
Kolkata,Tier_1,Apartment,2,1034,1,8,10,Semi-Furnished,None,11.17,6.01,7.35,5450,1.5,78446,5229793,Low ROI
Delhi,Tier_1,Apartment,2,928,9,2,8,Unfurnished,Covered,7.15,6.94,6.8,4414,1.5,56872,3791532,Low ROI
Bokaro,Tier_3,Apartment,3,1212,4,3,6,Semi-Furnished,Covered,3.74,5.23,4.27,2181,4.09,105698,2584325,High ROI
Kolhapur,Tier_3,Plot,2,1452,0,0,1,Semi-Furnished,Open,4.83,2.45,2.02,2549,3.99,136571,3422836,High ROI
Nagpur,Tier_2,Apartment,1,954,0,4,6,Unfurnished,None,12.36,5.67,4.28,3741,1.92,69787,3634773,Low ROI
Kanpur,Tier_2,Apartment,3,1259,1,7,8,Unfurnished,None,8.29,3.09,4.99,3071,1.5,58371,3891465,Low ROI
Hubli-Dharwad,Tier_3,Apartment,3,1156,1,3,4,Unfurnished,Open,0.58,1.73,1.91,2411,3.94,104289,2646929,High ROI
Hyderabad,Tier_1,Independent House,2,1302,23,0,2,Fully-Furnished,Open,9.78,4.2,7.94,5009,1.85,120574,6517521,Low ROI
Nellore,Tier_3,Apartment,3,1116,1,1,12,Semi-Furnished,Covered,4.5,0.47,5.77,2767,2.3,68823,2992315,Low ROI
Kolhapur,Tier_3,Apartment,4,1725,1,3,8,Semi-Furnished,Open,10.77,2.71,3.62,3035,3.58,199493,5572442,High ROI
Faridabad,Tier_3,Apartment,1,1124,11,6,8,Unfurnished,None,10.11,3.7,2.96,1770,2.79,59159,2120425,Medium ROI
Allahabad,Tier_3,Independent House,1,841,15,0,1,Fully-Furnished,Open,1.54,0.96,6.72,3362,4.19,117447,2803048,High ROI
Agartala,Tier_3,Independent House,2,1203,36,0,1,Unfurnished,Open,4.24,5.05,6.8,1728,2.91,61707,2120529,Medium ROI
Vijayawada,Tier_3,Apartment,4,1752,3,3,7,Semi-Furnished,None,7.69,4.77,1.88,2473,3.85,175305,4553380,High ROI
Kochi,Tier_3,Apartment,4,1411,19,0,3,Semi-Furnished,Covered,8.49,4.06,5.25,2674,3.39,125021,3687949,Medium ROI
Dehradun,Tier_3,Apartment,2,1133,24,2,9,Unfurnished,None,2.54,3.71,5.88,1924,4.46,94417,2116995,High ROI
Nanded,Tier_3,Apartment,3,1160,4,2,10,Semi-Furnished,Open,4.28,1.43,2.75,2472,2.64,78820,2985637,Medium ROI
Howrah,Tier_3,Villa,3,2355,0,0,2,Semi-Furnished,Open,5.49,5.07,3.4,3648,3.67,334400,9111736,High ROI
Bhavnagar,Tier_3,Villa,1,2134,8,0,2,Semi-Furnished,Covered,2.92,1.39,4.74,4394,3.79,355391,9377095,High ROI
Allahabad,Tier_3,Apartment,2,978,4,8,9,Fully-Furnished,Open,1.53,5.36,4.8,3413,3.49,117564,3368617,Medium ROI
Kanpur,Tier_2,Plot,1,1573,10,0,1,Semi-Furnished,Open,9.32,6.7,1.86,4138,2.41,147597,6124392,Low ROI
Gurgaon,Tier_2,Apartment,1,791,1,4,5,Fully-Furnished,Covered,3.31,3.49,4.96,5325,3.44,152403,4430347,Medium ROI
Rajkot,Tier_3,Apartment,4,1651,1,2,8,Unfurnished,Covered,0.76,1.34,6.02,3143,3.67,183693,5005276,High ROI
Allahabad,Tier_3,Apartment,2,946,7,0,4,Fully-Furnished,None,3.43,0.26,1.28,2392,3.85,93607,2431354,High ROI
Kolhapur,Tier_3,Apartment,2,825,0,2,10,Fully-Furnished,Covered,6.01,1.04,4.73,2748,3.0,73430,2447695,Medium ROI
Rajkot,Tier_3,Villa,2,2692,4,0,1,Unfurnished,Open,3.92,2.55,0.58,3013,3.28,282158,8602391,Medium ROI
Vasai-Virar,Tier_3,Apartment,1,1216,6,8,9,Fully-Furnished,Open,2.0,1.85,3.82,3303,3.23,134791,4173106,Medium ROI
Moradabad,Tier_3,Apartment,2,1191,5,0,9,Unfurnished,Open,3.11,1.97,4.83,2398,2.49,74279,2983119,Low ROI
Kanpur,Tier_2,Apartment,1,1058,0,0,6,Unfurnished,Open,9.22,2.71,4.8,4639,2.92,133967,4587934,Medium ROI
Nellore,Tier_3,Independent House,3,1168,2,0,1,Unfurnished,Open,4.61,1.94,2.2,2359,3.8,103977,2736243,High ROI
Tirunelveli,Tier_3,Villa,4,3643,4,0,3,Fully-Furnished,Open,6.78,2.8,3.87,4571,3.3,509492,15439155,Medium ROI
Delhi,Tier_1,Apartment,3,1300,0,2,7,Fully-Furnished,Covered,11.56,2.24,3.87,8925,1.5,186367,12424519,Low ROI
Chandrapur,Tier_3,Apartment,5,1653,1,3,5,Unfurnished,None,3.03,6.59,4.43,1794,2.97,89437,3011375,Medium ROI
Bijapur,Tier_3,Apartment,3,1251,1,1,6,Semi-Furnished,None,5.61,3.55,5.11,2074,3.44,94037,2733656,Medium ROI
Jalandhar,Tier_3,Apartment,1,616,8,0,5,Semi-Furnished,None,5.13,1.65,6.91,2503,5.02,79205,1577806,High ROI
Ongole,Tier_3,Apartment,2,1533,7,4,5,Semi-Furnished,None,1.6,0.44,3.51,1857,2.86,83188,2908691,Medium ROI
Panipat,Tier_3,Apartment,2,906,3,2,4,Unfurnished,Open,4.6,2.38,3.53,2268,5.14,104712,2037211,High ROI
Hubli-Dharwad,Tier_3,Plot,3,1786,2,0,2,Semi-Furnished,Open,6.77,7.45,6.61,2610,2.71,133667,4932369,Medium ROI
Gurgaon,Tier_2,Apartment,3,1160,2,0,4,Unfurnished,Open,8.53,7.45,8.95,3456,1.66,68081,4101302,Low ROI
Bengaluru,Tier_1,Independent House,3,1393,15,0,3,Unfurnished,Open,7.85,3.92,6.18,4480,1.5,88184,5878955,Low ROI
Varanasi,Tier_3,Apartment,2,385,2,4,8,Unfurnished,None,4.94,4.61,5.37,2726,3.83,37885,989182,High ROI
Jamshedpur,Tier_3,Apartment,3,1260,5,7,8,Semi-Furnished,Open,4.99,3.25,1.66,3057,3.82,146376,3831833,High ROI
Guwahati,Tier_3,Apartment,2,586,11,2,6,Unfurnished,Covered,6.8,1.75,3.03,1996,4.28,54032,1262432,High ROI
Bengaluru,Tier_1,Apartment,1,765,2,1,9,Fully-Furnished,Covered,8.1,5.03,8.12,7377,1.75,96105,5491724,Low ROI
Chandrapur,Tier_3,Apartment,2,677,5,0,5,Fully-Furnished,None,3.29,6.3,2.01,2990,5.28,103927,1968317,High ROI
Nellore,Tier_3,Apartment,3,1301,12,3,4,Unfurnished,Covered,5.69,2.18,0.56,1798,3.09,73456,2377229,Medium ROI
Varanasi,Tier_3,Apartment,2,1142,0,0,13,Unfurnished,None,4.49,5.29,7.56,2414,2.93,81062,2766655,Medium ROI
Tiruppur,Tier_3,Apartment,1,630,38,2,11,Unfurnished,Covered,0.12,3.89,0.7,1318,3.16,27225,861561,Medium ROI
Firozabad,Tier_3,Apartment,2,794,0,1,7,Unfurnished,Open,5.63,4.65,4.2,2167,4.86,84053,1729504,High ROI
Solapur,Tier_3,Apartment,3,1031,0,3,6,Semi-Furnished,Open,1.75,2.12,0.85,3102,4.83,164140,3398344,High ROI
Navi Mumbai,Tier_2,Apartment,3,1179,9,2,4,Fully-Furnished,None,9.52,2.03,6.81,3639,1.91,81157,4249060,Low ROI
Varanasi,Tier_3,Independent House,2,601,4,0,1,Unfurnished,Open,2.97,2.7,7.84,2480,4.17,57248,1372873,High ROI
Warangal,Tier_3,Villa,3,4036,0,0,1,Fully-Furnished,Open,6.28,0.97,3.38,5027,4.54,885670,19508164,High ROI
Kota,Tier_3,Apartment,2,896,9,3,5,Semi-Furnished,Open,3.48,3.07,1.57,2061,3.29,58984,1792837,Medium ROI
Nagpur,Tier_2,Villa,1,2144,11,0,2,Fully-Furnished,Covered,0.72,4.39,4.43,6278,2.26,327893,14508548,Low ROI
Bhavnagar,Tier_3,Apartment,2,763,10,6,9,Semi-Furnished,Covered,8.3,3.54,2.2,2917,3.26,77812,2386882,Medium ROI
Visakhapatnam,Tier_3,Apartment,1,1306,0,7,8,Semi-Furnished,Covered,4.63,3.39,2.94,2778,3.64,139589,3834873,High ROI
Allahabad,Tier_3,Independent House,2,1016,1,0,2,Unfurnished,Open,0.05,3.26,7.85,2882,4.13,123622,2993285,High ROI
Chandigarh,Tier_2,Apartment,2,910,3,0,4,Fully-Furnished,Open,3.89,3.57,2.52,5012,3.09,152058,4920993,Medium ROI
Vadodara,Tier_2,Apartment,2,937,2,2,6,Unfurnished,Open,4.83,3.84,1.58,3531,4.16,135857,3265814,High ROI
Hubli-Dharwad,Tier_3,Apartment,4,1171,11,2,9,Unfurnished,Open,1.28,2.41,3.68,2314,3.63,103767,2858608,High ROI
Rourkela,Tier_3,Villa,2,2484,13,0,2,Semi-Furnished,Open,0.85,0.29,3.72,2773,3.92,290315,7406005,High ROI
Bathinda,Tier_3,Villa,3,2674,5,0,1,Unfurnished,None,1.32,5.3,4.25,3432,3.77,345594,9166974,High ROI
Rajkot,Tier_3,Apartment,1,1042,1,1,6,Semi-Furnished,Open,0.45,1.89,4.45,3125,3.29,105914,3219276,Medium ROI
Gwalior,Tier_3,Apartment,3,1370,22,2,5,Fully-Furnished,Covered,11.04,0.07,5.15,2550,2.3,76220,3313945,Low ROI
Pune,Tier_1,Apartment,2,1131,9,3,4,Fully-Furnished,None,17.08,8.32,9.92,5792,3.23,203453,6298857,Medium ROI
Bengaluru,Tier_1,Apartment,1,844,3,0,7,Unfurnished,None,7.27,8.74,4.18,4293,2.58,99137,3842522,Medium ROI
Gwalior,Tier_3,Apartment,3,1082,7,1,8,Fully-Furnished,None,0.03,1.39,0.1,3231,3.52,115545,3282529,High ROI
Moradabad,Tier_3,Apartment,3,1254,4,8,9,Semi-Furnished,None,1.18,0.88,2.48,3017,4.72,178477,3781303,High ROI
Nagpur,Tier_2,Villa,3,3016,3,0,3,Semi-Furnished,None,9.87,4.14,3.42,4517,1.5,193335,12889044,Low ROI
Puducherry,Tier_3,Apartment,2,741,9,0,8,Unfurnished,None,6.05,2.05,2.31,1907,3.31,50053,1512197,Medium ROI
Kalyan-Dombivali,Tier_3,Apartment,4,1495,4,0,5,Unfurnished,None,0.81,0.88,3.17,2455,2.98,113704,3815588,Medium ROI
Bijapur,Tier_3,Independent House,3,1587,4,0,3,Semi-Furnished,None,8.96,5.4,5.08,3202,2.86,154276,5394294,Medium ROI
Tiruchirappalli,Tier_3,Independent House,2,1301,10,0,2,Fully-Furnished,Covered,5.35,1.69,5.74,4148,4.56,265400,5820176,High ROI
Salem,Tier_3,Apartment,2,905,2,2,7,Fully-Furnished,Open,3.52,3.47,0.15,3056,4.79,140262,2928229,High ROI
Delhi,Tier_1,Apartment,1,897,0,7,9,Semi-Furnished,Open,10.21,6.74,9.72,6159,1.5,85602,5706863,Low ROI
Bengaluru,Tier_1,Apartment,2,1059,18,8,13,Fully-Furnished,Covered,11.95,2.67,7.76,5863,2.13,137427,6451986,Low ROI
Agartala,Tier_3,Apartment,2,1021,4,6,7,Unfurnished,Covered,5.72,1.23,0.51,2443,3.31,88446,2672094,Medium ROI
Indore,Tier_2,Apartment,2,1102,3,4,7,Unfurnished,Covered,5.67,4.11,5.09,4016,1.5,69940,4662696,Low ROI
Visakhapatnam,Tier_3,Independent House,3,1319,6,0,3,Fully-Furnished,Covered,2.28,0.9,8.9,3111,4.2,172078,4097112,High ROI
Bhopal,Tier_2,Apartment,2,696,10,3,8,Unfurnished,Open,4.39,4.5,5.53,3433,2.1,53093,2528253,Low ROI
Mumbai,Tier_1,Apartment,2,1158,5,0,5,Fully-Furnished,Covered,9.84,3.93,4.26,7143,1.5,129719,8647955,Low ROI
Bikaner,Tier_3,Independent House,2,928,6,0,1,Unfurnished,Open,3.72,4.46,0.4,2851,3.76,96187,2558169,High ROI
Patna,Tier_2,Apartment,2,629,3,1,4,Unfurnished,Covered,2.58,4.04,6.84,3340,1.58,33645,2129458,Low ROI
Tiruchirappalli,Tier_3,Apartment,3,1317,8,4,5,Semi-Furnished,Covered,4.98,0.97,4.82,2327,2.86,89982,3146243,Medium ROI
Bengaluru,Tier_1,Apartment,2,1076,1,5,7,Semi-Furnished,None,11.72,1.43,6.54,6105,1.5,92518,6167898,Low ROI
Mysore,Tier_3,Independent House,4,1129,7,0,2,Fully-Furnished,Covered,0.45,2.19,0.04,4119,4.73,207363,4384006,High ROI
Jodhpur,Tier_3,Apartment,1,564,9,3,6,Semi-Furnished,Covered,8.67,0.63,6.73,2462,3.35,42828,1278462,Medium ROI
Delhi,Tier_1,Apartment,2,1381,2,4,8,Unfurnished,Open,11.49,6.51,9.71,4645,1.86,124049,6669341,Low ROI
Thane,Tier_2,Apartment,3,1457,24,4,7,Unfurnished,Open,6.67,5.29,7.66,3525,3.35,172146,5138710,Medium ROI
Varanasi,Tier_3,Apartment,2,952,21,0,6,Fully-Furnished,Open,6.74,3.89,5.52,2795,4.37,108364,2479730,High ROI
Delhi,Tier_1,Apartment,2,1021,11,2,11,Unfurnished,Open,8.96,5.61,9.18,3891,1.5,59364,3957628,Low ROI
Chandigarh,Tier_2,Independent House,3,1413,0,0,2,Fully-Furnished,Open,5.45,5.37,8.26,6348,3.6,309738,8603856,High ROI
Panipat,Tier_3,Independent House,3,1353,1,0,2,Unfurnished,Open,11.56,2.8,1.29,2237,3.49,97233,2786048,Medium ROI
Bengaluru,Tier_1,Independent House,3,1480,1,0,2,Semi-Furnished,Open,9.77,4.11,4.66,7797,1.5,163551,10903440,Low ROI
Salem,Tier_3,Independent House,2,787,5,0,2,Unfurnished,Open,5.91,3.26,2.72,2345,3.41,61290,1797372,Medium ROI
Thane,Tier_2,Apartment,3,910,25,3,7,Semi-Furnished,Open,10.61,7.07,9.7,2660,1.5,34764,2317660,Low ROI
Solapur,Tier_3,Independent House,2,857,4,0,1,Semi-Furnished,Open,0.2,1.65,5.45,2488,2.77,62408,2253012,Medium ROI
Kurnool,Tier_3,Apartment,3,1315,2,9,11,Semi-Furnished,None,1.0,0.3,2.26,2824,3.68,126138,3427681,High ROI
Coimbatore,Tier_3,Independent House,2,1212,14,0,2,Semi-Furnished,Open,6.77,5.82,4.21,2621,4.6,137740,2994361,High ROI
Guwahati,Tier_3,Apartment,1,629,3,7,8,Unfurnished,None,3.52,1.45,2.71,2275,4.79,64403,1344544,High ROI
Tiruchirappalli,Tier_3,Independent House,3,1035,23,0,2,Fully-Furnished,Covered,9.57,3.87,0.25,3239,2.55,85227,3342256,Medium ROI
Surat,Tier_2,Apartment,2,1153,4,2,5,Unfurnished,Open,0.05,1.1,8.55,4309,3.07,162011,5277238,Medium ROI
Coimbatore,Tier_3,Independent House,3,1653,4,0,3,Semi-Furnished,Covered,5.78,3.66,5.71,3412,3.68,203678,5534745,High ROI
Ludhiana,Tier_3,Apartment,2,967,0,3,6,Fully-Furnished,Open,6.99,0.7,3.34,3790,4.11,160112,3895675,High ROI
Faridabad,Tier_3,Apartment,3,1093,14,0,5,Semi-Furnished,Open,4.11,1.24,2.33,2044,3.11,64036,2059041,Medium ROI
Karnal,Tier_3,Independent House,3,1237,11,0,1,Semi-Furnished,Covered,4.42,0.49,3.59,3425,3.05,133487,4376643,Medium ROI
Raipur,Tier_3,Apartment,2,1032,16,3,4,Semi-Furnished,Open,8.02,0.41,1.8,1876,3.64,71641,1968167,High ROI
Vasai-Virar,Tier_3,Independent House,2,1130,8,0,3,Semi-Furnished,Open,6.64,3.89,0.94,2727,4.56,144379,3166225,High ROI
Hyderabad,Tier_1,Independent House,2,1099,7,0,3,Semi-Furnished,Open,14.67,5.04,8.13,5671,1.5,86868,5791207,Low ROI
Madurai,Tier_3,Independent House,3,1148,1,0,2,Unfurnished,Open,4.79,0.45,2.6,2151,4.21,104372,2479156,High ROI
Rourkela,Tier_3,Independent House,2,1135,3,0,3,Semi-Furnished,Covered,1.58,1.95,5.09,3880,5.5,235519,4282164,High ROI
Jalandhar,Tier_3,Apartment,2,820,12,0,6,Semi-Furnished,None,5.03,4.85,2.43,2451,3.76,73412,1952473,High ROI
Jalandhar,Tier_3,Apartment,2,871,10,2,3,Semi-Furnished,Open,5.79,0.83,0.97,2242,3.7,69417,1876136,High ROI
Gurgaon,Tier_2,Independent House,2,754,2,0,1,Unfurnished,Covered,6.52,3.99,1.58,4795,2.58,88012,3411324,Medium ROI
Faridabad,Tier_3,Apartment,3,1003,11,5,6,Unfurnished,Open,3.28,3.49,3.48,1868,3.21,55905,1741593,Medium ROI
Nashik,Tier_3,Apartment,3,1248,6,1,3,Unfurnished,None,4.29,0.65,6.06,1759,4.59,100193,2182864,High ROI
Solapur,Tier_3,Villa,2,2335,3,0,3,Unfurnished,Covered,3.63,0.22,4.83,2852,3.3,207959,6301816,Medium ROI
Coimbatore,Tier_3,Apartment,3,1325,0,2,7,Unfurnished,Open,1.55,5.42,3.41,2833,4.44,164109,3696156,High ROI
Chandrapur,Tier_3,Apartment,2,739,1,0,6,Semi-Furnished,Covered,0.08,1.19,1.11,2165,3.83,62106,1621569,High ROI
Nashik,Tier_3,Apartment,3,1257,12,3,5,Fully-Furnished,Covered,6.72,1.6,5.67,2207,4.78,143149,2994751,High ROI
Allahabad,Tier_3,Apartment,2,1128,3,3,5,Unfurnished,None,1.56,1.2,2.87,2325,4.61,128027,2777166,High ROI
Jalandhar,Tier_3,Apartment,3,1355,15,0,10,Unfurnished,Covered,5.17,3.86,4.07,1758,3.59,91316,2543634,High ROI
Jalandhar,Tier_3,Independent House,1,918,4,0,2,Fully-Furnished,None,4.71,2.28,5.01,2543,3.38,79956,2365588,Medium ROI
Kalyan-Dombivali,Tier_3,Apartment,3,1122,40,0,3,Semi-Furnished,Covered,5.81,1.74,8.71,1613,4.2,72652,1729830,High ROI
Thane,Tier_2,Independent House,2,1004,14,0,3,Semi-Furnished,Covered,8.96,4.3,4.25,4445,1.5,64174,4278317,Low ROI
Kochi,Tier_3,Apartment,2,1111,3,4,7,Unfurnished,Covered,4.13,0.12,4.57,2813,2.13,64704,3037784,Low ROI
Surat,Tier_2,Apartment,2,1375,9,2,4,Unfurnished,Open,8.1,5.56,5.08,3127,1.72,75192,4371660,Low ROI
Visakhapatnam,Tier_3,Apartment,2,995,2,3,6,Unfurnished,Open,1.42,5.76,0.14,1922,4.07,82750,2033194,High ROI
Bhopal,Tier_2,Independent House,2,1318,0,0,1,Semi-Furnished,Covered,9.52,4.41,5.77,5500,2.43,174156,7166927,Low ROI
Visakhapatnam,Tier_3,Independent House,3,1071,7,0,2,Semi-Furnished,Open,4.17,3.35,3.69,3330,4.13,146200,3539962,High ROI
Agra,Tier_3,Apartment,2,1084,1,3,10,Fully-Furnished,Open,9.15,1.36,1.97,3232,2.5,89361,3574455,Medium ROI
Solapur,Tier_3,Apartment,3,1302,15,6,8,Semi-Furnished,Covered,2.98,4.38,0.25,2334,2.7,81985,3036515,Medium ROI
Chandigarh,Tier_2,Independent House,3,837,6,0,1,Unfurnished,None,2.73,4.59,7.23,3159,2.07,56614,2734983,Low ROI
Indore,Tier_2,Apartment,3,1066,5,2,10,Fully-Furnished,None,14.41,2.83,3.57,3891,2.68,103651,3867583,Medium ROI
Solapur,Tier_3,Independent House,4,1765,15,0,1,Fully-Furnished,None,6.01,0.9,7.66,2563,3.95,180756,4576113,High ROI
Ahmedabad,Tier_1,Apartment,2,1402,0,2,12,Semi-Furnished,Covered,8.44,5.11,6.19,5655,1.5,112708,7513898,Low ROI
Agra,Tier_3,Apartment,1,998,4,1,5,Semi-Furnished,Covered,4.57,0.81,4.88,3141,3.28,100253,3056501,Medium ROI
Surat,Tier_2,Apartment,3,1311,3,1,5,Semi-Furnished,Open,4.65,1.87,8.32,4853,2.26,147996,6548520,Low ROI
Ahmedabad,Tier_1,Apartment,2,800,3,2,3,Fully-Furnished,Covered,4.51,4.02,6.21,6397,2.28,121971,5349626,Low ROI
Cuttack,Tier_3,Apartment,3,1196,0,1,6,Unfurnished,Open,3.45,4.06,8.03,2146,3.86,105715,2738737,High ROI
Bijapur,Tier_3,Apartment,1,525,3,4,5,Unfurnished,Open,4.27,1.78,5.06,2645,4.0,55885,1397149,High ROI
Erode,Tier_3,Apartment,1,754,9,4,8,Semi-Furnished,None,7.87,1.43,1.14,2785,2.98,58146,1951228,Medium ROI
Madurai,Tier_3,Independent House,2,981,4,0,3,Fully-Furnished,Open,0.52,0.05,4.43,4136,3.6,137137,3809364,High ROI
Dhanbad,Tier_3,Plot,2,1211,5,0,1,Semi-Furnished,Open,10.14,4.9,0.78,2403,3.99,111983,2806601,High ROI
Pune,Tier_1,Plot,2,1327,1,0,3,Semi-Furnished,Open,9.47,3.62,9.61,5581,1.5,118229,7881969,Low ROI
Raipur,Tier_3,Apartment,3,1184,5,9,11,Unfurnished,None,4.64,4.3,1.67,2171,5.05,134024,2653948,High ROI
Nagpur,Tier_2,Apartment,2,1208,1,3,6,Unfurnished,Covered,10.91,0.9,7.36,4862,2.33,131900,5660982,Low ROI
Vijayawada,Tier_3,Apartment,3,1324,1,3,5,Semi-Furnished,Open,9.96,5.08,3.94,3176,2.91,115354,3964070,Medium ROI
Hyderabad,Tier_1,Independent House,2,1024,1,0,2,Unfurnished,None,9.46,5.02,4.23,6212,2.5,150333,6013354,Medium ROI
Nanded,Tier_3,Plot,2,1506,2,0,1,Semi-Furnished,None,10.54,1.8,1.3,1923,2.04,55353,2713422,Low ROI
Guwahati,Tier_3,Villa,3,3758,1,0,2,Unfurnished,Open,1.73,0.97,3.44,3015,3.23,378841,11728828,Medium ROI
Patna,Tier_2,Apartment,3,1026,0,2,5,Unfurnished,Open,7.92,4.91,8.37,3116,1.5,50651,3376740,Low ROI
Jhansi,Tier_3,Plot,2,1675,0,0,1,Semi-Furnished,Open,4.05,1.5,4.26,2976,2.76,134814,4884594,Medium ROI
Amritsar,Tier_3,Independent House,2,913,9,0,1,Fully-Furnished,Open,5.55,6.26,5.65,3546,4.86,151158,3110262,High ROI
Sikar,Tier_3,Apartment,4,1256,4,1,8,Fully-Furnished,None,6.29,2.08,4.35,3424,4.91,194514,3961608,High ROI
Dehradun,Tier_3,Apartment,1,919,18,3,7,Fully-Furnished,Open,6.77,2.68,3.16,2618,2.99,77251,2583651,Medium ROI
Aurangabad,Tier_3,Independent House,2,909,0,0,3,Semi-Furnished,Open,4.04,0.42,3.77,2893,4.09,109578,2679180,High ROI
